bbl,address,percentage,savings,hvac_cost
1006730001,261 11 Ave,39.99999961129323,130282.62,325706.5531651086
1010980029,601 West 50 St,39.99998610248026,2713.42,6783.552356863821
1010320048,330 West 42 St,38.87999971479268,88151.84,226727.98520227574
1007120029,47 9 Ave,38.209997433483764,23039.24,60296.36625887472
1005980042,555 Greenwich St,38.161002335263575,33246.76,87122.3447117833
1007940017,135 West 18 St,38.0500038232095,29539.63,77633.7109905403
1013060033,850 3 Ave,37.435000005030176,535810.19,1431308.1071938095
1001960005,408 Broadway,37.28998105192226,9774.67,26212.59041775814
1013230047,805 3 Ave,36.67999991250376,303263.35,826781.2178936817
1008740001,225 Park Ave South,36.58700140456418,127134.23,347484.6943432215
1008020056,122 West 27 St,36.3199946649283,21321.48,58704.52404165322
1008550024,354 Park Ave South,36.21600025434805,305915.71,844697.669128363
1010100015,123 West 57 St,35.83500146236095,42442.33,118438.19804103821
1013340001,768 2 Ave,35.195999136542504,168957.75,480048.17065863137
1010130042,221 West 41 St,35.18820934002293,224576.54,638215.3119242914
1005110001,568 Broadway,35.11000131614202,115712.94,329572.5880443085
1013940005,111 East 59 St,35.082001724721,96178.76,274154.1396488398
1008050003,345 7 Ave,35.06999669744516,32588.55,92924.30301932152
1019670045,461 West 126 St,35.036668617530545,25223.96,71993.03185856897
1008040001,319 7 Ave,34.890000383305,112872.78,323510.4005731398
1005970001,515 Greenwich St,34.826665652268645,15260.91,43819.61268521808
1008340080,1270 Broadway,34.740999546945076,162998.49,469181.92373752
1007860023,229 West 36 St,34.629997199387645,29248.09,84458.82866117352
1010260032,848 7 Ave,34.44998982351325,10034.11,29126.59786375725
1006450029,416 West 13 St,34.40000112685248,74998.17,218017.9289048243
1000430001,44 Wall St,34.340000491686354,131453.04,382798.59673218266
1007790013,241 West 29 St,34.21999042574173,15308.5,44735.54729134084
1000460009,14 Wall St,34.06999983887117,783411.34,2299416.917243979
1008870095,471 Park Ave South,33.94000098232844,123062.68,362588.9111319564
1000880001,217 Broadway,33.8799986090091,59335.37,175133.92100382794
1007660061,230 West 17 St,33.73000831767543,12862.73,38134.38134629686
1000920024,116 Nassau St,33.71667245537321,24732.78,73354.74766300226
1007780020,239 West 28 St,33.70999861575715,53290.76,158085.91571727378
1005780047,250 Hudson St,33.41999911275664,125315.65,374972.0326957344
1008190056,18 West 18 St,33.40999923641051,40105.86,120041.4873290158
1012690041,680 5 Ave,33.3410006783089,164238.26,492601.4716374445
1005230048,18 West Houston St,33.333334673901014,74834.37,224503.10097115196
1007080037,481 10 Ave,33.266993924601515,26585.43,79915.33608433319
1008020008,151 West 26 St,33.259999526313486,53778.21,161690.3510700703
1010080037,106 West 56 St,33.20000539232365,19254.96,57996.85805006538
1008320017,1241 Broadway,33.18000036972994,49696.16,149777.45462998166
1008690066,10 East 40 St,33.180000125748,278273.8,838679.3217160263
1008550016,53 East 25 St,33.10000005862865,56556.57,170865.7700901018
1000880018,225 Broadway,33.08999964228278,135350.74,409038.2032734968
1008560058,60 Madison Ave,33.05999915747396,84785.52,256459.53466648023
1008400058,16 West 39 St,33.04332283094259,15444.79,46741.0317025899
1000750030,111 John St,33.00000037271279,111361.07,337457.78406742937
1012810069,553 5 Ave,32.990001285980604,57891.15,175480.89646362446
1015310040,209 East 85 Street,32.93333385867724,43137.58,130984.55256643918
1007860064,226 West 37 St,32.90099956493261,28871.79,87753.53448766605
1008650014,200 Madison Ave,32.88000003377955,285980.36,869769.9504446337
1013130005,111 East 58 St,32.87999936197169,246192.03,748759.2298579557
1012900003,693 5 Ave,32.869998913266414,68399.97,208092.40116035903
1013750049,667 Madison Ave,32.787999205871785,188605.31,575226.6517263546
1012840007,7 East 48 St,32.779999746735285,309404.7,943882.5576281924
1006090007,154 West 14 St,32.74999735208971,27461.02,83850.44952758682
1008400031,15 West 38 St,32.74000871747578,11824.52,36116.42288197795
1007890052,218 West 40 St,32.70999868021755,66281.87,202634.89047489973
1013000001,230 Park Ave,32.67803411138828,809884.51,2478375.8632461787
1008280035,218 5 Ave,32.67699641187166,42784.57,130931.77065826106
1008470001,109 5 Ave,32.662999385728085,92825.5,284191.5982785083
1007870067,246 West 38 St,32.596998558800976,15463.15,47437.342956917884
1010277503,1731 Broadway,32.58333288493196,215981.7,662859.4464622122
1008290011,45 West 27 St,32.56000325854152,29567.97,90810.70958505935
1010350017,315 West 44 Street,32.53000059251469,73018.27,224464.39800189203
1012810059,18 East 46 St,32.46000313094907,40777.14,125622.72355766021
1012700049,20 West 55 St,32.46000217568179,74194.36,228571.64210415407
1005970062,323 Hudson St,32.46000003970993,82467.96,254060.25846923242
1007080031,469 10 Ave,32.45500023422724,108995.82,335836.7561650865
1013210001,757 3 Ave,32.439999381395644,218777.53,674406.7021328891
1007590045,519 8 Ave,32.43000040479988,118338.25,364903.6340514047
1008610022,135 Madison Ave,32.420002531209065,63377.94,195490.23766728374
1008210014,39 West 19 St,32.38999831645165,66644.71,205757.06534121544
1008600045,450 Park Ave South,32.38000163402697,45484.75,140471.73472715865
1008490016,902 Broadway,32.34000059684927,122080.64,377491.1494958158
1008060001,363 7 Ave,32.286997078598745,24210.2,74984.36581470624
1013050060,566 Lexington Ave,32.28000008657537,243997.08,755876.949645591
1013940013,750 Lexington Ave,32.25999963533366,131965.39,409068.1695342031
1012950033,622 3 Ave,32.25000012376717,677170.35,2099753.0151975043
1012700071,1350 6 Ave,32.24176308952556,293049.45,908912.6087375896
1000200004,39 Broadway,32.22999995801894,228682.41,709532.7654293185
1008570024,63 Madison Ave,32.22999970278879,414928.64,1287398.8328460867
1008530002,1 Madison Ave,32.2109997096484,333612.34,1035709.3632833465
1008670015,232 Madison Ave,32.20100188779732,84022.58,260931.57067836655
1008680008,5 East 38 St,32.18000084704406,23501.56,73031.57048287886
1007950037,635 6 Ave,32.17000049045556,94214.07,292863.12888914056
1012750014,286 Madison Ave,32.16000065709917,69748.53,216879.75303135865
1010400029,825 8 Ave,32.148754545303696,955930.04,2973459.0142610753
1013080033,880 3 Ave,32.139999653668156,59756.06,185924.27082736453
1000160120,1 World Financial Center,32.1259604124394,808370.56,2516253.3652596837
1010290012,1776 Broadway,32.11699638727883,22647.07,70514.2838605239
1008360043,366 5 Ave,32.079991485519294,18563.92,57867.59640625103
1012780069,529 5 Ave,32.070000389634004,88209.63,275053.41106422944
1005810063,225 Varick St,32.060001325335506,118994.63,371162.2741137074
1008290016,31 West 27 St,32.06000105177267,74343.86,231889.7615753177
1008790081,315 Park Ave South,32.05000007458178,90829.17,283398.34567437274
1000500001,115 Broadway,32.040000214045584,184296.69,575208.1422246953
1013150001,655 3 Ave,32.02000025139557,263932.5,824273.8848463835
1012610019,35 West 45 St,32.01001459306884,9288.92,29018.79339352547
1008660076,397 5 Ave,32.00000254392215,52613.29,164416.5181792868
1000220013,Standard Oil Building,31.980000053595358,146563.78,458298.2481375028
1012710038,712 5 Ave,31.929999869404472,164247.78,514399.5636447943
1008130050,1384 Broadway,31.929000120561717,137805.51,431599.82924506196
1008150014,1412 Broadway,31.87999920498771,125159.69,392596.2770426244
1008590064,105 Madison Ave,31.85000334053834,46046.03,144571.50759979076
1012870021,477 Madison Ave,31.84000015733266,79460.49,249561.83921908835
1013180001,711 3 Ave,31.816636525136765,224864.44,706751.1357536037
1008680072,437 5 Ave,31.809993757038036,19246.09,60503.28128637798
1017700036,2226 3 Ave,31.790003432442848,16007.27,50353.15593474898
1008190037,118 5 Ave,31.790001025420704,23599.08,74234.28511728931
1000640015,160 Broadway,31.789999400058072,58106.77,182783.17425792041
1012710071,1370 6 Ave,31.739999876893116,173165.61,545575.3329289249
1009980024,115 West 45 St,31.720000106995755,17947.31,56580.42225555281
1008330011,1240 Broadway,31.710000218327313,355948.0,1122510.2414041425
1007890021,231 West 39 St,31.690001136063266,49722.8,156903.74950291618
1007970054,118 West 22 St,31.667002032001584,20731.81,65468.18034447702
1004980011,549 Broadway,31.65000052935928,99590.82,314662.93312575854
1008290036,236 5 Ave,31.650000088293112,64312.68,203199.6202862203
1008860001,443 Park Ave South,31.6400164896898,8115.43,25649.25970454058
1013100063,126 East 56 St,31.640002436374882,48317.24,152709.343487446
1008560009,11 East 26 St,31.636667519127005,86105.88,272171.1442835811
1012620001,1180 6 Ave,31.586666144415915,169057.1,535216.6614452503
1009940045,130 West 42 St,31.583998782388022,97076.24,307358.9277559496
1013320001,979 3 Ave,31.559999929408207,344696.69,1092194.8376774397
1008330038,302 5 Ave,31.55667190216954,17555.03,55630.16928535192
1007297505,2 Manhattan West,31.510000616874102,191355.24,607284.1518686808
1000370001,120 Wall St,31.50000012417938,561594.58,1782839.9294796204
1013050013,560 Lexington Ave,31.499999976697644,125610.38,398763.11140609905
1012727503,730 5 Ave,31.489999373966565,233964.17,742979.278028894
1006270043,320 West 13 St,31.477000510398746,78205.16,248451.754398149
1008070001,393 7 Ave,31.470000287682247,404337.83,1284835.8001390388
1010150029,1493 Broadway,31.470000158793304,392264.59,1246471.5221502597
1009970041,120 West 45 St,31.46000082442997,178936.69,568775.2234928373
1008710003,32 Union Square E,31.450000495096564,42236.4,134296.9772181249
1010250025,1690 Broadway,31.440000225180825,397508.56,1264340.194506833
1008380012,53 West 36 St,31.430006062028852,25717.8,81825.6285068622
1012600042,2 West 45 St,31.41000199568299,49151.87,156484.77197408478
1008220015,27 West 20 St,31.399994383427543,17724.62,56447.8444918283
1012720066,48 West 57 St,31.36999778957138,57682.53,183878.01741948462
1009980029,1177 6 Ave,31.347999706044078,470217.27,1499991.305376143
1000490002,111 Broadway,31.31999934120054,199090.89,635666.9673939035
1009930029,5 Bryant Park,31.31327356401375,274509.85,876656.5061900005
1008030018,129 West 27 St,31.311001074109353,24217.87,77346.20155605767
1013200046,747 3 Ave,31.31000001908933,200199.37,639410.3158030688
1012750008,7 East 40 St,31.28700868570784,13372.56,42741.57409656326
1007890014,251 West 39 St,31.26000669802841,10657.47,34092.98693679478
1012760069,501 5 Ave,31.23099932304211,50927.01,163065.57940471105
1000200009,45 Broadway,31.229999912142524,142199.28,455329.107909192
1008260057,24 West 25 St,31.229997423171245,20412.98,65363.3739490945
1017740001,103 East 125 St,31.223283627344195,33695.37,107917.4452058298
1008740004,33 Irving Place,31.221330448916827,45175.11,144693.09715648994
1009930047,1450 Broadway,31.210999284318362,158770.51,508700.5018765054
1013010023,485 Lexington Ave,31.196012809946712,325548.11,1043556.7903607234
1007620050,318 West 39 St,31.190003889449365,35208.32,112883.34597454125
1009960029,1133 6 Ave,31.169999900704926,304807.91,977888.7102053106
1008670070,415 5 Ave,31.16399936705159,198097.16,635660.2619156768
1008430045,79 5 Ave,31.160001150390283,136618.16,438440.8053793954
1012967502,131 East 41 Street,31.16000032539279,229058.29,735103.6187677338
1013220001,777 3 Ave,31.15999989928224,311378.4,999288.8350656654
1008220070,54 West 21 St,31.159994632048633,29061.0,93263.81580987253
1008610064,148 Madison Ave,31.150001243111003,22445.54,72056.30531062646
1012850021,437 Madison Ave,31.139999838748267,540525.08,1735790.2466248935
1012750069,473 5 Ave,31.13700017563203,522653.56,1678561.0593567432
1013070014,600 Lexington Ave,31.100000491394663,127595.93,410276.2957682449
1012870058,16 East 52 St,31.091000461918146,97216.94,312685.1453978662
1012910028,65 East 55 St,31.070000111152257,174759.94,562471.6426610881
1008250031,1097 Broadway,31.069999855292572,507119.92,1632185.137952665
1013110050,695 Lexington Ave,31.069002094110328,57263.12,184309.49222812415
1013170001,685 3 Ave,31.0599999784817,279585.1,900145.2034568446
1008010001,275 7 Ave,31.054930753084957,132834.27,427739.7076044177
1009400012,321 East 34 St,31.050003883973304,19662.52,63325.33829455963
1012780001,521 5 Ave,31.039602372635787,223805.22,721031.2081745754
1008590015,102 Madison Ave,31.020005778213427,24398.78,78654.98212491057
1008570038,386 Park Ave South,31.008999466458114,162554.96,524218.6552192141
1007060017,The Spiral,31.00000019347982,660924.41,2132014.2124999445
1009950005,Conde Nast Building,30.99999992534866,777757.04,2508893.683461041
1012790057,352 Madison Ave,30.990001183161425,129578.16,418128.9288572436
1005970012,78 Vandam St,30.990001037315768,140236.26,452520.9916293269
1007600032,307 West 36 St,30.9800023225328,52983.24,171024.00267240618
1007790041,352 7 Ave,30.969998338653344,52943.18,170949.8961577991
1008380015,43 West 36 St,30.96000136425593,22653.42,73169.95801606753
1008190039,122 5 Ave,30.950001069280937,48930.68,158095.89114543062
1007280060,442 West 31 St,30.94999677698625,40668.42,131400.401405664
1008620045,30 East 33 St,30.929999555995142,48593.41,157107.69705000264
1008220054,22 West 21 St,30.91900514075892,26882.41,86944.61505995326
1008710060,30 Irving Pl,30.910000198168998,37956.58,122797.0875336598
1012810001,547 5 Ave,30.905999971644615,375106.7,1213701.871300556
1008290032,13 West 27 St,30.89999924010522,21531.77,69682.10527349735
1008390070,42 West 38 St,30.890012996718426,11340.75,36713.322202890544
1012790045,52 Vanderbilt Ave,30.88400068709245,81282.64,263186.8870342662
1007570031,461 8 Ave,30.88399981019879,312508.77,1011879.199328322
1008360020,17 West 34 St,30.881997921718572,73926.12,239382.5690533109
1006460027,428 West 14 St,30.849992082854026,18742.71,60754.34298220427
1005980058,341 Hudson St,30.846899735331316,361905.85,1173232.490477743
1012890036,390 Park Ave,30.81600015388264,201876.06,655101.4375386572
1013740060,10 East 60 St,30.80999958780999,151717.51,492429.44508193765
1014350044,306 East 61 St,30.809987060219413,3844.84,12479.20030763109
1008370056,16 West 36 St,30.799991202712,16493.93,53551.73607500146
1000350001,77 Front St,30.798028149793105,563016.77,1828093.562554206
1008060006,151 West 30 St,30.797999995239568,118599.63,385088.7395880638
1008610047,44 East 32 St,30.790004019305993,16539.64,53717.563627563315
1013737507,3 Dag Hammarskjold Plaza,30.79000228491632,52273.67,169774.81689115785
1008550037,35 Madison Ave,30.79000028827007,405163.65,1315893.6219768515
1013260001,875 3 Ave,30.79000003267019,285418.03,926982.8830696752
1013190047,733 3 Ave,30.789999733506786,239042.72,776364.8004837919
1008280009,37 West 26 St,30.78999892360441,25939.3,84245.86199031744
1006467501,411 West 13 Street,30.78999830248779,49082.07,159409.13512825442
1008260069,48 West 25 St,30.779995582364872,12742.8,41399.616078245555
1000460003,100 Broadway,30.77799904770276,121310.84,394147.9100443813
1008620026,31 East 32 St,30.77000826924012,8760.03,28469.378114393126
1009970029,1155 6 Ave,30.769999609067394,256393.14,833256.8841646827
1008490031,45 East 20 St,30.76001126320471,9433.23,30667.18643007806
1008210055,18 West 20 St,30.76000506375755,22837.1,74242.83563238883
1010070029,1345 6 Ave,30.759999997251253,1239834.61,4030671.684365387
1013050040,830 3 Ave,30.740001103821623,49383.8,160649.96170042612
1012950001,101 Park Ave,30.7349999276574,632232.82,2057045.1325463473
1013170007,211 East 43 St,30.721998924337292,94520.78,307664.8112409207
1012890028,43 East 53 St,30.707001515561483,87928.29,286346.06330885255
1013210022,1 Dag Hammarskjold Plaza,30.699999569882568,315287.26,1026994.3466360967
1008030067,150 West 28 St,30.67001029315362,13592.79,44319.4830066108
1005990064,375 Hudson St,30.649999416480423,238685.19,778744.5172728441
1013357501,Lipstick Building,30.640000151701035,362388.21,1182729.1390528318
1008570076,243 5 Ave,30.630999076515835,121705.14,397326.7071569626
1007890036,550 7 Ave,30.619998406729927,85097.31,277914.15554514393
1012660001,1260 6 Ave,30.59299927857605,169103.08,552750.903761244
1013387503,809 1 Ave,30.59000063140956,53060.39,173456.6489204908
1005650015,849 Broadway,30.589999719707905,84121.56,274996.9296201198
1012870014,488 Madison Ave,30.549999279169914,130744.33,427968.35707012983
1000840036,7 World Trade Center,30.540000040939958,1936287.56,6340168.819267642
1008030004,307 7 Ave,30.539998284856974,31622.7,103545.1924556259
1000400014,48 Wall St,30.510001158038058,119710.16,392363.6691454585
1008660001,389 5 Ave,30.500000763067508,36681.93,120268.61994186635
1012770002,505 5 Ave,30.49400084942037,96280.23,315734.98825369804
1013100065,120 East 56 St,30.47900208449963,48548.92,159286.44863569856
1007850037,462 7 Ave,30.470000485180275,69413.96,227810.8266974296
1004970001,530 Broadway,30.469999509946916,44543.5,146188.05617459494
1012780014,340 Madison Ave,30.46999907397282,106088.5,348173.6239717177
1009930011,1440 Broadway,30.46799978462344,371441.05,1219118.5920496774
1008950045,600 3 Ave,30.462000444537075,335885.39,1102637.3353632994
1012670041,650 5 Ave,30.43973531918048,165283.35,542985.503214454
1001680032,75 Centre St,30.42999949626089,228277.8,750173.5253990057
1008370058,20 West 36 St,30.41000031818446,25532.56,83961.06456050293
1007800013,247 West 30 St,30.400007289450848,10102.98,33233.478873229906
1008610075,315 5 Ave,30.399996121908217,34411.6,113196.06707186636
1010060013,141 West 53 St,30.397000041030996,492430.31,1619996.4119330833
1000130005,11 Broadway,30.386666073766094,210812.5,693766.4681220229
1007580082,440 9 Ave,30.380000845080644,140172.62,461397.6830178324
1012900021,535 Madison Ave,30.360999693731582,335457.42,1104895.8314414774
1013090023,641 Lexington Ave,30.357364505080643,175626.47,578530.0300709798
1012780020,333 Madison Ave,30.355000320194243,428351.85,1411140.983302941
1008650071,385 5 Ave,30.349999830601277,101926.83,335837.9919898032
1008140052,1402 Broadway,30.34899921689982,107331.22,353656.53817089525
1008240032,3 West 22 St,30.3466709464134,7564.54,24927.083479296874
1013750021,653 Madison Ave,30.32999980902939,105492.48,347815.63028099446
1012890052,527 Madison Ave,30.319998281294918,61900.25,204156.5089341962
1012720063,38 West 57 St,30.315000026764892,646605.61,2132955.9934986527
1012880021,503 Madison Ave,30.310999947073874,140303.1,462878.493764586
1012750023,285 Madison Ave,30.31000015220966,195331.94,644447.1759125344
1000220028,52 Broadway,30.3000007814235,99007.06,326755.965170469
1004760007,100 6 Ave,30.300000310128176,129472.92,427303.36196307547
1000390012,1 Wall Street Plaza,30.30000001034381,625638.35,2064813.0355987446
1008340049,4 West 33 St,30.29000008426189,174347.38,575593.8577583154
1002210030,200 Hudson St,30.289998834848912,50858.86,167906.44422701802
1008690034,90 Park Ave,30.27999991074286,578897.7,1911815.3953316766
1010250043,1697 Broadway,30.270000338291013,74886.31,247394.4802216277
1000580001,1 World Trade Center,30.27000009865899,1330497.62,4395433.153827256
1000670001,59 Maiden Ln,30.260000034720992,722207.12,2386672.5683123716
1008560024,380 Park Ave South,30.221000075344868,714391.78,2363891.923559541
1004990007,104 Greene St,30.219994673421034,23102.43,76447.49858383977
1008630013,15 East 33 St,30.216333935768745,143835.47,476018.93170016236
1010040020,787 7 Ave,30.209999923064423,949339.87,3142468.9586814847
1008680016,260 Madison Ave,30.209999785761227,286501.59,948366.7395953966
1005120023,569 Broadway,30.194334245956867,120155.52,397940.6170086008
1009200012,605 3 Ave,30.19300020478857,587390.03,1945451.018500774
1008460033,200 Park Ave South,30.163999326704683,75032.05,248747.02186315495
1012809010,MetLife Building,30.158000005305684,2505759.6,8308772.463555816
1013030001,299 Park Ave,30.149999899143403,404736.03,1342408.0641920634
1000200016,1 Exchange Plaza,30.147293619166117,133090.83,441468.5831546339
1012880027,57 East 52 St,30.147000054776157,718931.35,2384752.541525605
1012580021,11 West 42 St,30.14499947027313,259395.72,860493.363935195
1012920037,450 Park Ave,30.120000466031648,227295.19,754632.0932376349
1000460001,2 Wall St,30.119999105654838,77572.66,257545.35957285677
1000220024,50 Broadway,30.100000888873225,49923.49,165858.7658661988
1008160037,84 5 Ave,30.089998303437586,40064.82,133149.9576569363
1013100041,160 East 56 St,30.089993804929666,8890.35,29545.868495803705
1008510041,304 Park Ave South,30.087409353642464,85785.55,285121.0916556183
1012880051,507 Madison Ave,30.085001268968508,109085.33,362590.41182928986
1012910038,430 Park Ave,30.079999339456272,194176.82,645534.6551331073
1008340022,29 West 32 St,30.073000304370723,87131.95,289734.8090251457
1000280012,76 Beaver St,30.064668561939012,53989.23,179577.00045411038
1012850036,300 Park Ave,30.055999945271168,405194.79,1348132.7879219367
1012890014,512 Madison Ave,30.050999940837958,816804.46,2718060.835273569
1009990003,1633 Broadway,30.020001323616068,52087.38,173508.91973153915
1012750012,15 East 40 St,30.00002521431762,5415.1,18050.31816245149
1005630046,57 East 11 St,30.000024087419437,4982.27,16607.553332229905
1008390019,35 West 37 St,30.00002016806052,5742.54,19141.787131575955
1007630049,314 West 40 St,30.00000976429884,13834.42,46114.71832407031
1004960036,71 Spring St,30.00000942452403,15080.89,50269.61754109271
1007760059,236 West 27 St,30.000008394680034,13505.52,45018.38740283474
1008620013,15 East 32 St,30.000008030590163,12508.21,41694.022172413184
1004260029,195 Chrystie St,30.000005701821596,7194.87,23982.895441793626
1008590052,44 East 30 St,30.000004366635974,19513.39,65044.62386579352
1008760001,251 Park Ave South,30.000003836410027,25465.91,84886.35581137112
1017740056,132 East 126 St,30.000003686740456,13209.16,44030.52792236238
1001220001,52 Chambers St,30.00000359582667,38523.06,128410.18460864111
1012620048,16 West 47 St,30.000003434835804,33198.79,110662.62066306896
1008610057,147 Madison Ave,30.000003379700225,39010.06,130033.51868418959
1005100001,63 Prince St,30.000003172541156,30008.26,100027.52275528556
1007670012,249 West 17 St,30.000002801386728,24471.34,81571.12571625771
1007950028,111 West 19 St,30.000002520753316,42742.01,142473.3546953273
1001480010,71 Thomas St,30.000002439845385,22692.83,75642.76051477867
1012730012,37 West 57 St,30.000002327558935,39452.45,131508.15646356717
1008270008,45 West 25 St,30.000002290080086,43825.68,146085.5888484101
1008820076,116 East 27 St,30.00000203889894,23245.43,77484.76140054673
1005450026,740 Broadway,30.000002035604943,31973.49,106578.29276829002
1000290036,1 William St,30.000001747712002,23301.19,77670.62880847033
1008470027,33 East 18 St,30.000001703813012,75027.73,250092.41912964272
1012880069,665 5 Ave,30.000001583684803,58679.62,195598.72300777584
1008220031,154 5 Ave,30.000001517790366,61451.2,204837.32296999617
1008347501,18 West 33 Street,30.00000150943462,80593.26,268644.1864833055
1008570062,72 Madison Ave,30.000001461516963,19871.35,66237.83010640959
1008180051,114 5 Ave,30.000001460867825,96246.94,320823.11771066097
1008260026,19 West 24 St,30.000001277511306,30507.54,101691.79566958605
1019660095,450 West 126 St,30.000001191878496,19578.15,65260.497407247225
1008490063,915 Broadway,30.000001129364502,32359.94,107866.46260598153
1013160030,801 2 Ave,30.000001121004082,84542.91,281809.6894696729
1006020068,435 Hudson St,30.000001090186817,109512.85,365042.82006783766
1013210047,767 3 Ave,30.00000106749821,114604.88,382016.25307327777
1005460026,21 West 4 St,30.00000092084349,4675.99,15586.63285490502
1008000025,119 West 24 St,30.000000906637176,43252.86,144176.19564281672
1008110051,132 West 36 St,30.000000882253147,50944.98,169816.59500595916
1005450015,726 Broadway,30.000000795151553,146356.66,487855.5204026975
1012930014,19 East 57 St,30.0000007276439,96318.73,321062.42554602947
1008680025,261 Madison Ave,30.00000070004676,186438.12,621460.385498289
1005480009,13 University Pl,30.0000006997387,25241.67,84138.89803749189
1000250027,40 Exchange Pl,30.000000645118057,102403.28,341344.25932642183
1009990019,114 West 47 St,30.000000600642903,221081.64,736938.7852454317
1008470040,230 Park Ave South,30.00000058780777,117936.07,393120.22563069593
1007120046,422 West 15 St,30.000000537305855,47289.56,157631.86384344922
1012930016,592 Madison Ave,30.00000052498944,72440.33,241467.76244106583
1013180033,228 East 45 St,30.000000478928975,47054.54,156848.46416269089
1012830021,270 Park Ave,30.00000047620292,90890.51,302968.36185751937
1001550001,2 Lafayette St,30.000000375409897,200167.11,667223.6916505874
1010607502,425 West 50 Street,30.000000353968964,319463.55,1064878.4874355355
1013250001,845 3 Ave,30.00000034757564,162782.32,542607.7270467591
1000717501,18 Fletcher Street,30.00000033344041,138264.4,460881.32821078465
1021240043,3940 Broadway,30.000000321787816,78510.48,261701.59719292048
1007130001,75 9 Ave,30.000000237774298,636591.94,2121973.1165149775
1011027501,775 11 Ave,30.00000023724465,318562.26,1061874.1916025344
1000350010,111 Wall St,30.000000224190725,221271.13,737570.4278214517
1012820017,390 Madison Ave,30.000000222454716,334703.52,1115678.3917270694
1000240001,60 Broad St,30.000000185321866,555725.8,1852419.3218902065
1012880007,10 East 53 St,30.00000018466775,318959.82,1063199.3934553787
1010030005,135 West 50 St,30.000000139596818,217538.36,725127.8632924819
1013070001,Seagram Building,30.00000007325616,598526.78,1995089.261794914
1000240029,30 Broad St,30.00000007294582,105716.77,352389.23247648927
1013160023,235 East 42 St,30.000000056876125,600647.88,2002159.5962041642
1009947501,3 Bryant Park,30.00000004554889,1218932.36,4063107.860497665
1013120041,150 East 58 St,30.000000045110585,322443.4,1074811.3317171545
1000090029,1 Battery Park Plaza,30.000000029255165,559070.55,1863568.4981827002
1013950017,770 Lexington Ave,30.000000007174858,77704.78,259015.93327138657
1012650050,610 5 Ave,30.000000000789772,107064.94,356883.1333239381
1008610049,38 East 32 St,29.999999992478998,31575.18,105250.60002638632
1002160001,388 Greenwich St,29.999999990764948,3649643.15,12165477.170411628
1007310001,460 West 34 St,29.99999997494986,285904.95,953016.5007957733
1012770027,One Vanderbilt,29.99999996082485,1255603.13,4185343.772132048
1000940025,100 Gold St,29.999999954187057,340998.03,1136660.1017357917
1012657501,30 Rockefeller Plaza,29.999999945093624,1733767.47,5779224.91057721
1012820021,383 Madison Ave,29.999999926256017,1050382.71,3501275.7086066008
1012580001,2 Bryant Park,29.99999988976511,50576.72,168589.06728614657
1001210001,1 Centre St,29.999999880002793,960116.46,3200388.212801255
1012880001,655 5 Ave,29.999999877013362,49152.15,163840.5006716731
1007120038,404 West 15 Street,29.999999853455844,134304.24,447680.80218683346
