bbl,Submission Date,Heating System Type,Cooling System Type,Has Building Automation,Heating Automation,Cooling Automation,building_sqft
1012650050,,District Steam,DX Cooling,yes,yes,yes,272637.0
1012657501,2013-12-30,Boiler (Gas),DX Cooling,yes,yes,yes,2122138.0
1012660001,12/30/13,Boiler (Gas),DX Cooling,yes,yes,yes,2734038.0
1012670001,2017,District Steam,Plant,yes,yes,yes,1920459.0
1012670022,2017,Boiler (Gas),Plant,yes,yes,no,616778.0
1012670034,2017,District Steam,DX Cooling,yes,yes,no,297437.0
1012670041,2013,District Steam,Plant,yes,yes,yes,345909.0
1012680001,2018,District Steam,Plant,yes,yes,yes,892704.0
1012680021,2019-12-11 09:52:01,Boiler (Gas),DX Cooling,no,no,no,75806.0
1012687501,,Boiler (Gas),DX Cooling,yes,no,no,730175.0
1012690001,2014,District Steam,DX Cooling,yes,yes,yes,474244.0
1012690041,,Boiler (Gas),Plant,yes,yes,yes,205020.0
1012700049,2022,District Steam,DX Cooling,yes,yes,yes,75000.0
1012700071,2018,District Steam,Plant,yes,yes,yes,568710.0
1012710038,2022,District Steam,Plant,yes,yes,yes,543411.0
1012710071,2021,District Steam,Plant,yes,yes,yes,311501.0
1012720034,2022,District Steam,Plant,yes,yes,yes,113292.0
1012720063,11/1/13,Boiler (Gas),Plant,yes,yes,yes,712000.0
1012720066,2022,District Steam,DX Cooling,yes,yes,yes,76843.0
1012727503,,Boiler (Gas),DX Cooling,yes,yes,yes,333666.0
1012730001,2023,District Steam,DX Cooling,yes,no,no,158597.0
1012730012,2013,District Steam,Plant,yes,yes,yes,69649.0
1012730022,12/12/23 18:58,Furnace (Gas),DX Cooling,yes,no,no,1698259.0
1012750001,2013,District Steam,DX Cooling,yes,yes,yes,238748.0
1012750008,12/31/15,Boiler (Gas),DX Cooling,yes,yes,yes,86788.0
1012750012,2016,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,57653.0
1012750014,2015,Boiler (Gas),Plant,yes,yes,yes,102079.0
1012750023,2017,District Steam,Plant,yes,yes,yes,477127.0
1012750027,2015,District Steam,Plant,yes,yes,yes,861569.0
1012750050,11/7/18,Boiler (Gas),DX Cooling,yes,yes,no,301128.0
1012750059,2015,Boiler (Gas),Plant,yes,no,no,170230.0
1012750061,12/23/15,Boiler (Gas),DX Cooling,no,no,no,92949.0
1012750064,,Boiler (Gas),DX Cooling,yes,yes,no,83267.0
1012750069,6/16/16,Boiler (Gas),DX Cooling,yes,yes,yes,220413.0
1012760004,11/14/17,Boiler (Gas),Plant,yes,no,yes,163763.0
1012760033,12/22/16,Boiler (Gas),Plant,yes,no,yes,600000.0
1012760042,12/21/16,Boiler (Gas),Plant,yes,yes,yes,1150564.0
1012760051,,Boiler (Gas),DX Cooling,yes,no,no,138883.0
1012760058,12/18/15,Boiler (Gas),Plant,yes,yes,yes,1142417.0
1012760069,,Boiler (Gas),DX Cooling,yes,yes,yes,132961.0
1012770002,12/28/17,Boiler (Gas),DX Cooling,yes,yes,yes,251043.0
1012770008,12/28/18,Boiler (Gas),Plant,yes,no,yes,304525.0
1012770014,2017,District Steam,Plant,yes,yes,yes,733001.0
1012770027,2023,Boiler (Gas),Plant,yes,yes,yes,1678135.0
1012770069,2017,Boiler (Fuel Oil),Plant,yes,yes,yes,125632.0
1012780001,2018,District Steam,Plant,yes,yes,yes,446045.0
1012780014,2018,Boiler (Fuel Oil),Plant,yes,yes,yes,647001.0
1012780020,,District Steam,Plant,yes,yes,yes,874744.0
1012780069,2018,District Steam,Plant,yes,yes,yes,271266.0
1012790001,6/30/21 13:13,Furnace (Gas),DX Cooling,yes,no,no,332312.0
1012790009,,District Steam,DX Cooling,yes,no,no,110999.0
1012790017,,District Steam,DX Cooling,yes,no,no,140280.0
1012790045,11/25/20 14:56,Boiler (Gas),DX Cooling,yes,yes,yes,162330.0
1012790057,2020,District Steam,DX Cooling,yes,yes,yes,380775.0
1012790065,,District Steam,DX Cooling,no,no,no,79290.0
1012790069,2021,District Steam,DX Cooling,yes,no,no,180349.0
1012807501,2020-12-30 08:49:38,Furnace (Gas),DX Cooling,yes,no,no,1044054.0
1012809010,,Boiler (Gas),Plant,yes,yes,yes,1733828.0
1012810001,,Boiler (Gas),DX Cooling,yes,yes,yes,427158.0
1012810056,7/12/23 9:02,Boiler (Steam),DX Cooling,no,no,no,84518.0
1012810059,2024,Boiler (Gas),Plant,yes,yes,yes,87016.0
1012810069,2013,Boiler (Elec),Plant,yes,yes,yes,34137.0
1012817501,2021-12-28 21:40:50 UTC,Boiler (Steam),DX Cooling,yes,no,no,323029.0
1012820001,11/6/23 10:50,Boiler (Steam),DX Cooling,yes,no,no,345048.0
1012820017,,Boiler (Gas),Plant,yes,yes,yes,821165.0
1012820021,12/23/13,Boiler (Gas),Plant,yes,yes,yes,1174988.0
1012820034,2024-12-26 11:42:08,Furnace (Gas),DX Cooling,yes,no,no,519783.0
1012830001,12/8/13,Boiler (Gas),Plant,yes,no,no,130715.0
1012830017,2023,Boiler (Fuel Oil),DX Cooling,yes,no,no,146191.0
1012830021,,Heat Pump,Plant,yes,yes,yes,2344406.0
1012830058,12/30/13,Boiler (Gas),DX Cooling,yes,yes,no,117629.0
1012830069,2023,District Steam,Plant,yes,yes,no,183902.0
1012840002,2024,District Steam,DX Cooling,no,no,no,72000.0
1012840007,2024,District Steam,Plant,yes,yes,yes,656428.0
1012840026,2024-12-20 12:37:22,Furnace (Gas),DX Cooling,yes,no,no,810426.0
1012840033,2024-11-19 10:52:39,Furnace (Gas),DX Cooling,yes,no,no,386166.0
1012840052,,District Steam,DX Cooling,yes,no,no,102519.0
1012840056,2017,District Steam,DX Cooling,no,no,no,62237.0
1012847501,,Boiler (Gas),Plant,yes,no,no,123931.0
1012850015,,District Steam,DX Cooling,yes,no,no,401686.0
1012850021,2015,District Steam,Plant,yes,yes,yes,800694.0
1012850036,1/10/17,Boiler (Gas),Plant,yes,yes,yes,645483.0
1012860035,,District Steam,Plant,yes,no,no,656436.0
1012860043,2016,Boiler (Gas),DX Cooling,yes,yes,no,74455.0
1012870014,2017,District Steam,Plant,yes,yes,yes,492669.0
1012870021,2017,District Steam,Plant,yes,yes,yes,262297.0
1012870028,11/17/17,Boiler (Gas),DX Cooling,yes,yes,yes,360000.0
1012870033,2017,District Steam,Plant,yes,yes,yes,541896.0
1012870052,2017,District Steam,Plant,yes,yes,yes,263067.0
1012870058,12/15/17,Boiler (Gas),DX Cooling,yes,yes,yes,90816.0
1012880001,2018,District Steam,DX Cooling,yes,yes,yes,52400.0
1012880007,2018,District Steam,Plant,yes,yes,yes,317071.0
1012880021,12/28/18,Boiler (Gas),DX Cooling,yes,yes,yes,164722.0
1012880027,,Boiler (Gas),Plant,yes,yes,yes,1064223.0
1012880051,12/28/18,Boiler (Gas),DX Cooling,yes,yes,yes,134039.0
1012880056,,District Steam,DX Cooling,yes,no,no,292663.0
1012880069,12/31/18,Boiler (Gas),Plant,yes,yes,yes,158214.0
1012890014,,Boiler (Gas),Plant,yes,yes,yes,1015287.0
1012890021,2020,District Steam,Plant,yes,no,no,331020.0
1012890028,12/24/20 11:13,Furnace (Gas),DX Cooling,yes,yes,yes,112933.0
1012890036,12/2/19 10:56,Furnace (Gas),DX Cooling,yes,yes,yes,262945.0
1012890052,2020,Boiler (Elec),DX Cooling,yes,yes,yes,197948.0
1012897501,,Boiler (Gas),DX Cooling,no,no,no,86444.0
1012900001,2020,District Steam,Plant,yes,yes,yes,103060.0
1012900003,2020,District Steam,Plant,yes,yes,yes,101319.0
1012900006,2020,District Steam,DX Cooling,yes,yes,no,297638.0
1012900021,,Boiler (Gas),DX Cooling,yes,yes,yes,444293.0
1012900036,,District Steam,DX Cooling,yes,no,no,214392.0
1012900037,2021,District Steam,Plant,yes,yes,yes,249417.0
1012900044,2020,Boiler (Elec),DX Cooling,yes,yes,no,135000.0
1012900052,12/28/23 8:22,Boiler (Gas),DX Cooling,yes,no,no,138240.0
1012900056,,Boiler (Gas),Plant,yes,yes,no,272532.0
1012910001,2022,District Steam,Plant,yes,yes,yes,310000.0
1012910010,2021,District Steam,Plant,yes,yes,no,685125.0
1012910021,2021,Boiler (Gas),DX Cooling,yes,no,no,149179.0
1012910028,2021,District Steam,DX Cooling,yes,yes,yes,528552.0
1012910038,2021,Boiler (Gas),DX Cooling,yes,yes,yes,233115.0
1012910045,2023,District Steam,Plant,no,no,no,62933.0
1012917501,2024-12-26 09:29:30,Furnace (Gas),DX Cooling,yes,no,no,364014.0
1012920015,3/14/23 14:21,Boiler (Gas),DX Cooling,yes,no,no,999646.0
1012920037,2022,District Steam,Plant,yes,yes,yes,325116.0
1012920048,2024,Boiler (Elec),DX Cooling,no,no,no,77511.0
1012920052,2023,District Steam,Plant,yes,no,no,400943.0
1012930001,,District Steam,DX Cooling,no,no,no,91060.0
1012930014,12/30/13,Boiler (Gas),DX Cooling,yes,yes,yes,99381.0
1012930016,12/31/13,Boiler (Gas),Plant,yes,yes,yes,76656.0
1012930026,2023,District Steam,DX Cooling,yes,no,no,305037.0
1012930035,2023,District Steam,Plant,yes,no,no,254185.0
1012930059,2023,District Steam,Plant,yes,no,no,343305.0
1012930069,2023,District Steam,DX Cooling,yes,yes,no,459340.0
1012940001,12/20/13,Boiler (Gas),DX Cooling,yes,yes,yes,1824820.0
1012940037,2024,District Steam,Plant,yes,no,yes,103178.0
1012940046,2018,District Steam,Plant,yes,yes,yes,526635.0
1012950001,12/31/16,Boiler (Gas),Plant,yes,yes,yes,1088389.0
1012950017,2015,District Steam,Plant,yes,yes,no,238293.0
1012950020,2015,Boiler (Fuel Oil),DX Cooling,yes,no,no,118587.0
1012950023,2015,District Steam,Plant,yes,yes,yes,225000.0
1012950033,2016,District Steam,Plant,yes,yes,yes,1088000.0
1012950040,12/3/13,Boiler (Gas),Plant,yes,no,no,210777.0
1012950058,2015,District Steam,DX Cooling,yes,no,no,245292.0
1012960001,2013,Boiler (Gas),DX Cooling,yes,yes,yes,541089.0
1012960014,12/31/16,Boiler (Gas),Plant,yes,no,no,862071.0
1012967501,2016-12-22,Boiler (Gas),Plant,yes,no,no,240827.0
1012967502,2016-12-31,Boiler (Gas),Plant,yes,yes,yes,1241644.0
1012970023,2017,District Steam,Plant,yes,no,no,1035307.0
1012970033,,Boiler (Gas),Plant,yes,yes,no,666376.0
1012980023,2018,District Steam,Plant,yes,yes,no,675086.0
1012990022,2021,District Steam,Plant,yes,yes,yes,97075.0
1012990027,,District Steam,Plant,yes,no,no,629323.0
1012990033,12/6/19 6:57,Boiler (Gas),DX Cooling,yes,no,no,359326.0
1013000001,2018,District Steam,Plant,yes,yes,yes,1212596.0
1013000033,2020,District Steam,Plant,yes,yes,yes,665110.0
1013010001,2021,District Steam,Plant,yes,yes,yes,1592125.0
1013010023,2023,District Steam,Plant,yes,yes,yes,794557.0
1013010033,2023,District Steam,Plant,yes,yes,no,761384.0
1013027501,,Boiler (Gas),Plant,yes,yes,no,1270270.0
1013030001,2023,District Steam,Plant,yes,yes,yes,1039281.0
1013030033,2024,District Steam,DX Cooling,yes,yes,no,515182.0
1013040033,2024,District Steam,DX Cooling,yes,no,no,528180.0
1013050013,2015,District Steam,Plant,yes,yes,yes,333848.0
1013050033,,Boiler (Gas),DX Cooling,yes,yes,yes,159582.0
1013050040,2015,District Steam,Plant,yes,yes,yes,150638.0
1013050060,2015,District Steam,Plant,yes,yes,yes,554277.0
1013060001,2016,District Steam,Plant,yes,yes,no,1783232.0
1013060023,,Boiler (Gas),DX Cooling,yes,no,no,624883.0
1013060033,12/9/16,Boiler (Gas),Plant,yes,yes,yes,574675.0
1013060042,8/29/17,Boiler (Gas),DX Cooling,yes,no,yes,304640.0
1013070001,2013,District Steam,Plant,yes,yes,yes,824906.0
1013070014,2017,District Steam,DX Cooling,yes,yes,yes,305167.0
1013070023,,Boiler (Gas),DX Cooling,yes,yes,no,984485.0
1013080033,2018,District Steam,Plant,yes,yes,yes,142235.0
1013087501,,Boiler (Gas),Plant,yes,yes,no,1654020.0
1013087502,,Boiler (Gas),Plant,yes,no,no,1526121.0
1013090023,2019,District Steam,Plant,yes,yes,yes,431744.0
1013090032,2023,District Steam,DX Cooling,yes,yes,yes,516710.0
1013090066,2020,Boiler (Gas),DX Cooling,yes,yes,yes,73000.0
1013100001,2023,Boiler (Gas),Plant,yes,yes,yes,666996.0
1013100041,2021,Boiler (Elec),Plant,yes,yes,yes,55558.0
1013100063,12/13/13,Boiler (Gas),DX Cooling,yes,yes,yes,171591.0
1013100065,12/19/13,Boiler (Gas),DX Cooling,yes,yes,yes,84543.0
1013110001,12/27/23 16:59,Boiler (Steam),DX Cooling,yes,no,no,329507.0
1013110040,10/4/24 9:08,Boiler (Steam),DX Cooling,yes,no,no,313200.0
1013110050,,District Steam,DX Cooling,yes,yes,yes,102917.0
1013120015,2022,District Steam,Plant,yes,yes,yes,397354.0
1013120024,2023,Boiler (Elec),DX Cooling,yes,yes,no,58458.0
1013120041,2023,District Steam,Plant,yes,yes,yes,529736.0
1013130004,12/12/23 13:20,Furnace (Gas),DX Cooling,yes,no,no,278921.0
1013130005,2024,Boiler (Gas),Plant,yes,yes,yes,538141.0
1013130014,2023,District Steam,DX Cooling,yes,yes,no,130837.0
1013137502,2023-12-27 04:39:23,Heat Pump,DX Cooling,yes,no,no,229547.0
1013147502,,Boiler (Gas),Plant,yes,no,no,769851.0
1013150001,2015,District Steam,Plant,yes,yes,yes,384432.0
1013157501,,Boiler (Gas),DX Cooling,yes,no,no,907907.0
1013160001,2016,District Steam,Plant,yes,yes,yes,289356.0
1013160012,,Boiler (Gas),DX Cooling,yes,no,no,300000.0
1013160023,,Boiler (Gas),Plant,yes,yes,yes,672462.0
1013160030,12/13/17,Boiler (Gas),DX Cooling,yes,yes,yes,141408.0
1013170001,2017,District Steam,Plant,yes,yes,yes,645347.0
1013170007,12/31/17,Boiler (Gas),Plant,yes,yes,yes,177000.0
1013170021,2017,District Steam,Plant,yes,yes,yes,137784.0
1013180001,2018,District Steam,Plant,yes,yes,yes,497908.0
1013180033,2018,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,208052.0
1013180038,11/22/19 8:04,Boiler (Steam),DX Cooling,yes,no,no,156626.0
1013190012,,Boiler (Gas),DX Cooling,yes,no,no,151617.0
1013190047,2019,District Steam,Plant,yes,yes,yes,390878.0
1013200046,2022,Boiler (Elec),DX Cooling,yes,yes,yes,417356.0
1013210001,2024,District Steam,Plant,yes,yes,yes,407767.0
1013210022,2021,District Steam,Plant,yes,yes,yes,812598.0
1013210047,2022,Boiler (Gas),Plant,yes,yes,yes,281892.0
1013220001,2023,District Steam,Plant,yes,yes,yes,539082.0
1013230047,2023,District Steam,Plant,yes,yes,yes,597523.0
1013240001,,Boiler (Gas),DX Cooling,no,yes,yes,100000.0
1013250001,2015,District Steam,Plant,yes,yes,yes,352888.0
1013260001,2016,District Steam,Plant,yes,yes,yes,634175.0
1013280001,2018,District Steam,Plant,yes,yes,yes,1278510.0
1013290001,2024,District Steam,Plant,yes,yes,yes,1428504.0
1013320001,2022,District Steam,Plant,yes,yes,yes,579779.0
1013340001,,District Steam,DX Cooling,yes,yes,yes,207887.0
1013350005,7/14/20 9:34,Furnace (Gas),DX Cooling,yes,no,no,299094.0
1013357501,2015-12-21,Boiler (Gas),Plant,yes,yes,yes,400144.0
1013360031,12/27/16,Boiler (Gas),DX Cooling,yes,no,no,246215.0
1013370014,2/7/19 12:07,Furnace (Gas),DX Cooling,yes,no,no,600000.0
1013377501,2017-12-29,Boiler (Gas),DX Cooling,yes,no,no,258289.0
1013377502,2018-12-27,Boiler (Gas),Plant,yes,no,yes,586305.0
1013387503,2018-11-10,Boiler (Gas),Plant,yes,yes,yes,102986.0
1013390005,12/31/24 14:04,Furnace (Gas),DX Cooling,yes,no,no,153689.0
1013397501,2022-12-23 19:25:48 UTC,Boiler (Gas),DX Cooling,yes,no,no,170778.0
1013407502,,Boiler (Gas),DX Cooling,yes,no,no,132057.0
1013607501,,District Steam,DX Cooling,yes,no,no,252715.0
1013737507,,Boiler (Gas),DX Cooling,yes,yes,yes,214027.0
1013740014,2024,District Steam,Plant,yes,no,yes,531000.0
1013740021,,District Steam,DX Cooling,yes,no,no,149881.0
1013740045,12/30/15,Boiler (Gas),DX Cooling,yes,no,no,134302.0
1013740049,,District Steam,DX Cooling,yes,no,no,164615.0
1013740060,2015,District Steam,Plant,yes,yes,yes,129837.0
1013747501,,Heat Pump,DX Cooling,yes,yes,yes,304595.0
1013750016,2015,Boiler (Gas),Plant,yes,yes,no,136733.0
1013750021,2015,District Steam,Plant,yes,yes,yes,207888.0
1013750049,12/15/15,Boiler (Gas),DX Cooling,yes,yes,yes,247260.0
1013757502,2024-12-20 15:17:00,Boiler (Gas),DX Cooling,yes,no,no,465364.0
1013910014,2022,District Steam,DX Cooling,yes,no,no,118635.0
1013940001,2024,District Steam,Plant,yes,yes,no,220510.0
1013940005,,District Steam,DX Cooling,yes,yes,yes,170511.0
1013940013,2015,District Steam,DX Cooling,yes,yes,yes,383935.0
1013950017,2016,Boiler (Gas),Plant,yes,yes,yes,168619.0
1014220005,,Furnace (Gas),DX Cooling,yes,no,no,149484.0
1014350044,2015,Boiler (Fuel Oil),DX Cooling,yes,yes,yes,81123.0
1014830001,2013-12-20,Boiler (Gas),Plant,yes,yes,yes,407259.0
1014840014,9/20/16,Boiler (Gas),DX Cooling,yes,no,no,109185.0
1015310040,2023-12-26 19:16:34,Boiler (Gas),DX Cooling,yes,no,no,294052.0
1015570008,12/29/20 10:50,Boiler (Gas),DX Cooling,yes,no,no,145838.0
1016080069,,Boiler (Gas),Plant,yes,yes,yes,98099.0
1016340003,,Boiler (Gas),DX Cooling,no,no,no,78600.0
1016340065,5/2/24 11:15,Boiler (Steam),DX Cooling,yes,no,no,115000.0
1017230010,3/21/24 11:55,Boiler (Gas),DX Cooling,yes,no,no,228017.0
1017550033,12/20/13,Boiler (Gas),No Cooling,yes,yes,no,106596.0
1017700036,,Boiler (Gas),DX Cooling,yes,yes,yes,133426.0
1017740001,,Boiler (Gas),DX Cooling,yes,yes,yes,112500.0
1017740056,2014,Boiler (Elec),DX Cooling,yes,yes,yes,58948.0
1017750033,2015,Boiler (Gas),DX Cooling,yes,yes,no,123885.0
1018080008,,Boiler (Gas),DX Cooling,yes,no,no,179142.0
1018840001,2018,Boiler (Gas),DX Cooling,yes,yes,no,59018.0
1019090012,,Boiler (Gas),DX Cooling,yes,no,no,121000.0
1019097501,,Boiler (Gas),DX Cooling,yes,yes,yes,438307.0
1019100001,,Boiler (Gas),DX Cooling,yes,no,no,285662.0
1019107501,2021-06-30 08:53:32,Boiler (Steam),DX Cooling,yes,no,no,284579.0
1019120012,,Boiler (Gas),DX Cooling,yes,no,no,256459.0
1019300030,12/31/20 11:22,Boiler (Gas),DX Cooling,yes,no,no,163440.0
1019310021,,Boiler (Gas),DX Cooling,yes,no,no,170841.0
1019510004,,Boiler (Gas),DX Cooling,yes,no,no,124576.0
1019660095,2023,Boiler (Gas),DX Cooling,yes,yes,yes,260965.0
1019670040,12/2/17,Boiler (Gas),DX Cooling,yes,no,no,124000.0
1019670045,2017,Boiler (Gas),Plant,yes,yes,no,153404.0
1019860065,2016,Boiler (Gas),Plant,yes,no,no,212271.0
1019980017,2018,Boiler (Gas),Plant,yes,no,no,244800.0
1021240043,2013,Boiler (Gas),DX Cooling,yes,yes,yes,100858.0
1022150824,2015,Boiler (Gas),DX Cooling,yes,yes,yes,23080.0
1009947501,2015-12-19,Boiler (Gas),Plant,yes,yes,yes,1041794.0
1000370001,2023-05-01,Boiler (Gas),DX Cooling,Yes,Yes,Yes,843000.0
1000580001,2023-05-01,District Steam,Chilled Water,Yes,Yes,Yes,3000000.0
1000840036,2023-05-01,District Steam,Chilled Water,Yes,Yes,Yes,1700000.0
1007060017,2023-05-01,Boiler (Gas),DX Cooling,Yes,Yes,Yes,2221336.0
